Time,Timestamp,28ffe2a76415148,28ffcabf64151aa,28ffb5b664152d9,28ffc3bf6415159
"4/30/2016, 10:32:02 PM",1462069922348,24.8750,25.625,24.4375,24.3750
"4/30/2016, 10:32:03 PM",1462069923435,24.8750,25.625,24.4375,24.3750
"4/30/2016, 10:32:04 PM",1462069924523,24.8750,25.625,24.4375,24.3750
"4/30/2016, 10:32:05 PM",1462069925607,24.8750,25.625,24.4375,24.3750
"4/30/2016, 10:32:06 PM",1462069926696,24.8750,25.625,24.4375,24.3750
"4/30/2016, 10:32:07 PM",1462069927781,24.8750,25.625,24.3750,24.3750
"4/30/2016, 10:32:08 PM",1462069928866,24.8750,25.625,24.3750,24.3750
"4/30/2016, 10:32:09 PM",1462069929950,24.8750,25.625,24.3750,24.3750
"4/30/2016, 10:32:11 PM",1462069931036,24.8750,25.0,24.3750,24.3750
"4/30/2016, 10:32:12 PM",1462069932123,24.8750,25.625,24.3750,24.3750
"4/30/2016, 10:32:12 PM",1462069932123,24.8750,25.625,24.3750,24.3750
"4/30/2016, 10:32:13 PM",1462069933210,24.8750,25.625,24.3750,24.3750
"4/30/2016, 10:32:14 PM",1462069934292,24.8750,25.0,24.3750,24.3750
"4/30/2016, 10:32:15 PM",1462069935376,24.8750,25.0,24.3750,24.3750
"4/30/2016, 10:32:16 PM",1462069936464,24.8750,25.0,24.3750,24.3125
"4/30/2016, 10:32:17 PM",1462069937550,24.8750,25.0,24.3750,24.3125
"4/30/2016, 10:32:18 PM",1462069938638,24.8750,25.0,24.3750,24.3125
"4/30/2016, 10:32:19 PM",1462069939722,24.8750,25.0,24.3750,24.3125
"4/30/2016, 10:32:20 PM",1462069940812,24.8750,25.0,24.3750,24.3125
"4/30/2016, 10:32:21 PM",1462069941899,24.8125,25.0,24.3750,24.3125
"4/30/2016, 10:32:22 PM",1462069942987,24.8750,25.0,24.3750,24.3125
"4/30/2016, 10:32:24 PM",1462069944078,24.8125,24.9375,24.3750,24.3125
"4/30/2016, 10:32:25 PM",1462069945164,24.8125,24.9375,24.3750,24.3125
"4/30/2016, 10:32:26 PM",1462069946250,24.8125,24.9375,24.3750,24.3125
"4/30/2016, 10:32:26 PM",1462069946250,24.8125,24.9375,24.3750,24.3125
"4/30/2016, 10:32:27 PM",1462069947339,24.8125,24.9375,24.3750,24.3125
"4/30/2016, 10:32:28 PM",1462069948424,24.8125,24.9375,24.3125,24.3125
"4/30/2016, 10:32:29 PM",1462069949512,24.8125,24.9375,24.3750,24.3125
"4/30/2016, 10:32:30 PM",1462069950600,24.8125,24.9375,24.3125,24.2500
"4/30/2016, 10:32:31 PM",1462069951688,24.8125,24.9375,24.3750,24.2500
"4/30/2016, 10:32:32 PM",1462069952777,24.8125,24.9375,24.3125,24.2500
"4/30/2016, 10:32:33 PM",1462069953865,24.8125,24.9375,24.3125,24.2500
"4/30/2016, 10:32:34 PM",1462069954950,24.8125,24.9375,24.3125,24.2500
"4/30/2016, 10:32:36 PM",1462069956039,24.8125,24.9375,24.3125,24.2500
"4/30/2016, 10:32:37 PM",1462069957126,24.8125,24.9375,24.3125,24.2500
"4/30/2016, 10:32:38 PM",1462069958214,24.8125,24.9375,24.3125,24.2500
"4/30/2016, 10:32:39 PM",1462069959301,24.8125,24.9375,24.3125,24.2500
"4/30/2016, 10:32:40 PM",1462069960389,24.8125,24.8750,24.3125,24.2500
"4/30/2016, 10:32:41 PM",1462069961476,24.8125,24.8750,24.3125,24.2500
"4/30/2016, 10:32:41 PM",1462069961476,24.8125,24.8750,24.3125,24.2500
"4/30/2016, 10:32:42 PM",1462069962565,24.8125,24.8750,24.3125,24.1875
"4/30/2016, 10:32:43 PM",1462069963652,24.8125,24.8750,24.3125,24.1875
"4/30/2016, 10:32:44 PM",1462069964741,24.8125,24.8750,24.3125,24.1875
"4/30/2016, 10:32:45 PM",1462069965824,24.8125,24.8750,24.3125,24.1875
"4/30/2016, 10:32:46 PM",1462069966914,24.8125,24.8750,24.3125,24.1875
"4/30/2016, 10:32:48 PM",1462069968001,24.8125,24.8750,24.3125,24.1875
"4/30/2016, 10:32:49 PM",1462069969106,24.8125,24.8750,24.3125,24.1875
"4/30/2016, 10:32:50 PM",1462069970175,24.8125,24.8750,24.3125,24.1875
"4/30/2016, 10:32:51 PM",1462069971262,24.8125,24.8750,24.3125,24.1875
"4/30/2016, 10:32:52 PM",1462069972350,24.8125,24.8750,24.2500,24.1875
"4/30/2016, 10:32:53 PM",1462069973439,24.8125,24.8750,24.3125,24.1875
"4/30/2016, 10:32:54 PM",1462069974529,24.8125,24.8750,24.2500,24.1875
"4/30/2016, 10:32:54 PM",1462069974529,24.8125,24.8750,24.2500,24.1875
"4/30/2016, 10:32:55 PM",1462069975613,24.8125,24.8125,24.2500,24.1875
"4/30/2016, 10:32:56 PM",1462069976698,24.8125,24.8125,24.2500,24.1875
"4/30/2016, 10:32:57 PM",1462069977783,24.8125,24.8125,24.2500,24.1875
"4/30/2016, 10:32:58 PM",1462069978871,24.7500,24.8125,24.2500,24.1875
"4/30/2016, 10:32:59 PM",1462069979956,24.7500,24.8125,24.2500,24.1250
"4/30/2016, 10:33:01 PM",1462069981044,24.8125,24.8125,24.2500,24.1250
"4/30/2016, 10:33:02 PM",1462069982131,24.7500,24.8125,24.2500,24.1250
"4/30/2016, 10:33:03 PM",1462069983215,24.8125,24.8125,24.2500,24.1250
"4/30/2016, 10:33:04 PM",1462069984304,24.7500,24.8125,24.2500,24.1250
"4/30/2016, 10:33:05 PM",1462069985391,24.7500,24.8125,24.2500,24.1250
"4/30/2016, 10:33:06 PM",1462069986478,24.7500,24.8125,24.2500,24.1250
"4/30/2016, 10:33:07 PM",1462069987567,24.7500,24.8125,24.2500,24.1250
"4/30/2016, 10:33:08 PM",1462069988652,24.7500,24.8125,24.2500,24.1250
"4/30/2016, 10:33:09 PM",1462069989740,24.7500,24.8125,24.2500,24.1250
